nominal,data,curs,cdx
100,1/16/2016,65.1035,Японская иена
100,1/19/2016,66.9827,Японская иена
100,1/20/2016,66.5504,Японская иена
100,1/21/2016,68.3862,Японская иена
100,1/22/2016,71.3937,Японская иена
100,1/23/2016,68.2201,Японская иена
100,1/26/2016,65.7370,Японская иена
100,1/27/2016,69.4466,Японская иена
100,1/28/2016,66.8191,Японская иена
100,1/29/2016,65.0994,Японская иена
100,1/30/2016,62.2236,Японская иена
100,2/2/2016,62.9990,Японская иена
100,2/3/2016,64.5869,Японская иена
100,2/4/2016,66.0880,Японская иена
100,2/5/2016,64.9349,Японская иена
100,2/6/2016,66.1854,Японская иена
100,2/9/2016,65.6122,Японская иена
100,2/10/2016,68.3287,Японская иена
100,2/11/2016,68.9805,Японская иена
100,2/12/2016,70.6789,Японская иена
100,2/13/2016,70.7063,Японская иена
100,2/16/2016,68.3503,Японская иена
100,2/17/2016,66.6623,Японская иена
100,2/18/2016,68.4729,Японская иена
100,2/19/2016,66.3304,Японская иена
100,2/20/2016,67.6251,Японская иена
100,2/21/2016,68.5197,Японская иена
100,2/25/2016,68.1805,Японская иена
100,2/26/2016,68.1501,Японская иена
100,2/27/2016,66.5222,Японская иена
100,3/1/2016,67.1706,Японская иена
100,3/2/2016,65.4733,Японская иена
100,3/3/2016,64.4031,Японская иена
100,3/4/2016,64.8007,Японская иена
100,3/5/2016,64.3021,Японская иена
100,3/10/2016,64.3155,Японская иена
100,3/11/2016,62.6065,Японская иена
100,3/12/2016,61.7891,Японская иена
100,3/15/2016,61.6767,Японская иена
100,3/16/2016,62.4338,Японская иена
100,3/17/2016,62.4923,Японская иена
100,3/18/2016,61.4143,Японская иена
100,3/19/2016,61.4634,Японская иена
100,3/22/2016,61.7699,Японская иена
100,3/23/2016,60.8078,Японская иена
100,3/24/2016,60.1146,Японская иена
100,3/25/2016,61.0754,Японская иена
100,3/26/2016,60.5696,Японская иена
100,3/29/2016,59.7397,Японская иена
100,3/30/2016,60.4944,Японская иена
100,3/31/2016,60.3074,Японская иена
100,4/1/2016,60.3345,Японская иена
100,4/2/2016,59.7792,Японская иена
100,4/5/2016,61.5122,Японская иена
100,4/6/2016,62.3722,Японская иена
100,4/7/2016,62.0806,Японская иена
100,4/8/2016,62.4100,Японская иена
100,4/9/2016,61.9183,Японская иена
100,4/12/2016,62.0752,Японская иена
100,4/13/2016,61.3374,Японская иена
100,4/14/2016,60.2945,Японская иена
100,4/15/2016,60.8904,Японская иена
100,4/16/2016,60.4284,Японская иена
100,4/19/2016,63.0313,Японская иена
100,4/20/2016,60.1856,Японская иена
100,4/21/2016,60.6089,Японская иена
100,4/22/2016,59.2703,Японская иена
100,4/23/2016,59.9410,Японская иена
100,4/26/2016,59.9375,Японская иена
100,4/27/2016,59.9539,Японская иена
100,4/28/2016,58.6436,Японская иена
100,4/29/2016,60.1953,Японская иена
100,4/30/2016,60.0994,Японская иена
100,5/5/2016,61.8370,Японская иена
100,5/6/2016,61.3832,Японская иена
100,5/7/2016,61.8827,Японская иена
100,5/11/2016,60.8986,Японская иена
100,5/12/2016,60.9718,Японская иена
100,5/13/2016,59.6325,Японская иена
100,5/14/2016,59.6981,Японская иена
100,5/17/2016,59.7097,Японская иена
100,5/18/2016,58.9436,Японская иена
100,5/19/2016,59.3949,Японская иена
100,5/20/2016,60.0853,Японская иена
100,5/21/2016,60.1763,Японская иена
100,5/24/2016,61.1496,Японская иена
100,5/25/2016,61.2127,Японская иена
100,5/26/2016,59.8093,Японская иена
100,5/27/2016,59.2622,Японская иена
100,5/28/2016,60.1770,Японская иена
100,5/31/2016,59.4080,Японская иена
100,6/1/2016,59.4319,Японская иена
100,6/2/2016,60.5514,Японская иена
100,6/3/2016,61.2686,Японская иена
100,6/4/2016,61.4146,Японская иена
100,6/7/2016,61.4538,Японская иена
100,6/8/2016,60.4766,Японская иена
100,6/9/2016,60.4455,Японская иена
100,6/10/2016,59.9203,Японская иена
100,6/11/2016,60.4604,Японская иена
100,6/15/2016,62.4019,Японская иена
100,6/16/2016,61.9945,Японская иена
100,6/17/2016,63.2830,Японская иена
100,6/18/2016,62.7750,Японская иена
100,6/21/2016,61.3092,Японская иена
100,6/22/2016,61.4961,Японская иена
100,6/23/2016,61.0045,Японская иена
100,6/24/2016,61.5543,Японская иена
100,6/25/2016,63.6479,Японская иена
100,6/28/2016,63.7519,Японская иена
100,6/29/2016,63.3741,Японская иена
100,6/30/2016,62.7668,Японская иена
100,7/1/2016,62.4184,Японская иена
100,7/2/2016,62.3730,Японская иена
100,7/5/2016,62.0071,Японская иена
100,7/6/2016,63.1995,Японская иена
100,7/7/2016,64.0571,Японская иена
100,7/8/2016,63.4190,Японская иена
100,7/9/2016,63.8307,Японская иена
100,7/12/2016,62.9682,Японская иена
100,7/13/2016,61.9304,Японская иена
100,7/14/2016,61.2617,Японская иена
100,7/15/2016,60.2172,Японская иена
100,7/16/2016,59.6531,Японская иена
100,7/19/2016,59.7486,Японская иена
100,7/20/2016,59.3873,Японская иена
100,7/21/2016,59.5757,Японская иена
100,7/22/2016,59.6875,Японская иена
100,7/23/2016,60.9487,Японская иена
100,7/26/2016,61.0997,Японская иена
100,7/27/2016,63.1243,Японская иена
100,7/28/2016,62.5117,Японская иена
100,7/29/2016,63.1176,Японская иена
100,7/30/2016,64.5934,Японская иена
100,8/2/2016,64.4063,Японская иена
100,8/3/2016,65.8575,Японская иена
100,8/4/2016,66.0060,Японская иена
100,8/5/2016,65.4936,Японская иена
100,8/6/2016,64.8397,Японская иена
100,8/9/2016,63.6167,Японская иена
100,8/10/2016,63.3066,Японская иена
100,8/11/2016,63.9157,Японская иена
100,8/12/2016,64.1257,Японская иена
100,8/13/2016,63.0533,Японская иена
100,8/16/2016,63.5059,Японская иена
100,8/17/2016,63.7474,Японская иена
100,8/18/2016,63.5022,Японская иена
100,8/19/2016,63.4884,Японская иена
100,8/20/2016,63.8147,Японская иена
100,8/23/2016,63.7456,Японская иена
100,8/24/2016,64.6682,Японская иена
100,8/25/2016,64.6814,Японская иена
100,8/26/2016,64.7291,Японская иена
100,8/27/2016,64.4512,Японская иена
100,8/30/2016,63.6707,Японская иена
100,8/31/2016,63.3952,Японская иена
100,9/1/2016,63.2148,Японская иена
100,9/2/2016,62.9951,Японская иена
100,9/3/2016,63.5581,Японская иена
100,9/6/2016,62.6500,Японская иена
100,9/7/2016,62.7383,Японская иена
100,9/8/2016,63.3509,Японская иена
100,9/9/2016,63.0059,Японская иена
100,9/10/2016,62.7652,Японская иена
100,9/13/2016,63.6722,Японская иена
100,9/14/2016,63.6361,Японская иена
100,9/15/2016,62.9499,Японская иена
100,9/16/2016,63.6916,Японская иена
100,9/17/2016,63.7477,Японская иена
100,9/20/2016,63.7726,Японская иена
100,9/21/2016,63.6533,Японская иена
100,9/22/2016,63.3092,Японская иена
100,9/23/2016,63.3822,Японская иена
100,9/24/2016,63.3008,Японская иена
100,9/27/2016,63.7617,Японская иена
100,9/28/2016,63.2965,Японская иена
100,9/29/2016,63.4843,Японская иена
100,9/30/2016,62.2431,Японская иена
100,10/1/2016,62.7373,Японская иена
100,10/4/2016,61.6993,Японская иена
100,10/5/2016,61.0018,Японская иена
100,10/6/2016,60.7512,Японская иена
100,10/7/2016,60.2249,Японская иена
100,10/8/2016,60.0078,Японская иена
100,10/11/2016,60.4568,Японская иена
100,10/12/2016,59.8975,Японская иена
100,10/13/2016,60.4990,Японская иена
100,10/14/2016,60.9687,Японская иена
100,10/15/2016,60.4398,Японская иена
100,10/18/2016,60.6143,Японская иена
100,10/19/2016,60.4566,Японская иена
100,10/20/2016,60.4940,Японская иена
100,10/21/2016,60.1952,Японская иена
100,10/22/2016,60.1434,Японская иена
100,10/25/2016,59.8960,Японская иена
100,10/26/2016,59.4187,Японская иена
100,10/27/2016,59.7416,Японская иена
100,10/28/2016,60.2589,Японская иена
100,10/29/2016,59.7404,Японская иена
100,11/1/2016,60.2271,Японская иена
100,11/2/2016,60.1442,Японская иена
100,11/3/2016,61.2454,Японская иена
100,11/4/2016,61.7356,Японская иена
100,11/8/2016,61.1583,Японская иена
100,11/9/2016,61.0239,Японская иена
100,11/10/2016,61.8727,Японская иена
100,11/11/2016,59.9481,Японская иена
100,11/12/2016,61.1387,Японская иена
100,11/15/2016,61.1023,Японская иена
100,11/16/2016,60.7298,Японская иена
100,11/17/2016,58.9572,Японская иена
100,11/18/2016,59.6128,Японская иена
100,11/19/2016,58.7884,Японская иена
100,11/22/2016,58.0717,Японская иена
100,11/23/2016,57.4391,Японская иена
100,11/24/2016,57.6369,Японская иена
100,11/25/2016,56.9936,Японская иена
100,11/26/2016,57.3383,Японская иена
100,11/29/2016,58.0456,Японская иена
100,11/30/2016,57.8187,Японская иена
100,12/1/2016,57.8712,Японская иена
100,12/2/2016,55.7258,Японская иена
100,12/3/2016,56.2917,Японская иена
100,12/6/2016,56.0223,Японская иена
100,12/7/2016,56.0865,Японская иена
100,12/8/2016,55.9424,Японская иена
100,12/9/2016,55.8405,Японская иена
100,12/10/2016,55.2984,Японская иена
100,12/13/2016,53.0866,Японская иена
100,12/14/2016,52.9538,Японская иена
100,12/15/2016,52.8121,Японская иена
100,12/16/2016,52.3188,Японская иена
100,12/17/2016,52.2013,Японская иена
100,12/20/2016,52.6504,Японская иена
100,12/21/2016,52.3014,Японская иена
100,12/22/2016,51.9570,Японская иена
100,12/23/2016,51.7222,Японская иена
100,12/24/2016,51.8095,Японская иена
100,12/27/2016,52.0073,Японская иена
100,12/28/2016,51.9117,Японская иена
100,12/29/2016,51.5941,Японская иена
100,12/30/2016,51.7543,Японская иена
100,12/31/2016,51.8324,Японская иена
100,1/10/2017,51.1124,Японская иена
100,1/11/2017,51.7575,Японская иена
100,1/12/2017,51.9282,Японская иена
100,1/13/2017,52.1407,Японская иена
100,1/14/2017,51.7905,Японская иена
100,1/17/2017,52.2935,Японская иена
100,1/18/2017,52.4771,Японская иена
100,1/19/2017,52.3026,Японская иена
100,1/20/2017,51.7117,Японская иена
100,1/21/2017,51.9771,Японская иена
100,1/24/2017,52.3982,Японская иена
100,1/25/2017,52.2678,Японская иена
100,1/26/2017,52.0837,Японская иена
100,1/27/2017,52.4476,Японская иена
100,1/28/2017,52.4040,Японская иена
100,1/31/2017,52.3647,Японская иена
100,2/1/2017,52.8662,Японская иена
100,2/2/2017,53.1857,Японская иена
100,2/3/2017,53.1765,Японская иена
100,2/4/2017,52.4019,Японская иена
100,2/7/2017,52.1121,Японская иена
100,2/8/2017,52.7687,Японская иена
100,2/9/2017,53.0253,Японская иена
100,2/10/2017,52.5260,Японская иена
100,2/11/2017,51.7507,Японская иена
100,2/14/2017,51.1041,Японская иена
100,2/15/2017,50.8779,Японская иена
100,2/16/2017,49.5803,Японская иена
100,2/17/2017,50.2556,Японская иена
100,2/18/2017,50.9181,Японская иена
100,2/21/2017,51.3971,Японская иена
100,2/22/2017,50.9906,Японская иена
100,2/23/2017,50.7180,Японская иена
100,2/28/2017,51.5822,Японская иена
100,3/1/2017,51.5614,Японская иена
100,3/2/2017,51.4136,Японская иена
100,3/3/2017,51.1151,Японская иена
100,3/4/2017,51.5645,Японская иена
100,3/7/2017,51.3462,Японская иена
100,3/8/2017,51.1775,Японская иена
100,3/10/2017,51.3277,Японская иена
100,3/11/2017,51.3038,Японская иена
100,3/14/2017,51.5880,Японская иена
100,3/15/2017,51.2309,Японская иена
100,3/16/2017,51.5414,Японская иена
100,3/17/2017,51.3862,Японская иена
100,3/18/2017,51.1156,Японская иена
100,3/21/2017,50.8136,Японская иена
100,3/22/2017,50.7604,Японская иена
100,3/23/2017,51.7541,Японская иена
100,3/24/2017,51.7408,Японская иена
100,3/25/2017,51.6015,Японская иена
100,3/28/2017,51.7218,Японская иена
100,3/29/2017,51.4540,Японская иена
100,3/30/2017,51.3268,Японская иена
100,3/31/2017,50.7292,Японская иена
100,4/1/2017,50.0162,Японская иена
100,4/4/2017,50.3833,Японская иена
100,4/5/2017,51.2021,Японская иена
100,4/6/2017,50.4983,Японская иена
100,4/7/2017,51.0072,Японская иена
100,4/8/2017,51.4858,Японская иена
100,4/11/2017,51.5445,Японская иена
100,4/12/2017,51.4849,Японская иена
100,4/13/2017,51.7300,Японская иена
100,4/14/2017,51.9355,Японская иена
100,4/15/2017,51.7009,Японская иена
100,4/18/2017,51.9084,Японская иена
100,4/19/2017,51.4256,Японская иена
100,4/20/2017,51.5606,Японская иена
100,4/21/2017,51.7654,Японская иена
100,4/22/2017,51.4933,Японская иена
100,4/25/2017,50.9142,Японская иена
100,4/26/2017,50.5914,Японская иена
100,4/27/2017,50.6231,Японская иена
100,4/28/2017,51.1659,Японская иена
100,4/29/2017,51.1823,Японская иена
100,5/3/2017,50.7977,Японская иена
100,5/4/2017,50.9052,Японская иена
100,5/5/2017,51.0317,Японская иена
100,5/6/2017,52.1197,Японская иена
100,5/11/2017,51.0233,Японская иена
100,5/12/2017,50.0075,Японская иена
100,5/13/2017,50.2695,Японская иена
100,5/16/2017,49.7433,Японская иена
100,5/17/2017,49.5576,Японская иена
100,5/18/2017,50.4408,Японская иена
100,5/19/2017,51.8129,Японская иена
100,5/20/2017,51.2901,Японская иена
100,5/23/2017,50.7193,Японская иена
100,5/24/2017,50.8201,Японская иена
100,5/25/2017,50.2966,Японская иена
100,5/26/2017,50.1679,Японская иена
100,5/27/2017,51.0832,Японская иена
100,5/30/2017,50.9278,Японская иена
100,5/31/2017,50.9229,Японская иена
100,6/1/2017,51.1367,Японская иена
100,6/2/2017,50.8749,Японская иена
100,6/3/2017,50.8295,Японская иена
100,6/6/2017,51.2239,Японская иена
100,6/7/2017,51.6893,Японская иена
100,6/8/2017,51.8227,Японская иена
100,6/9/2017,51.8948,Японская иена
100,6/10/2017,51.6627,Японская иена
100,6/14/2017,51.6562,Японская иена
100,6/15/2017,51.7446,Японская иена
100,6/16/2017,52.4145,Японская иена
100,6/17/2017,51.8715,Японская иена
100,6/20/2017,52.1843,Японская иена
100,6/21/2017,52.4968,Японская иена
100,6/22/2017,53.9714,Японская иена
100,6/23/2017,54.1802,Японская иена
100,6/24/2017,53.6261,Японская иена
100,6/27/2017,52.8473,Японская иена
100,6/28/2017,52.7874,Японская иена
100,6/29/2017,53.1763,Японская иена
100,6/30/2017,52.4855,Японская иена
100,7/1/2017,53.0116,Японская иена
100,7/4/2017,52.2432,Японская иена
100,7/5/2017,52.3090,Японская иена
100,7/6/2017,52.4738,Японская иена
100,7/7/2017,53.1591,Японская иена
100,7/8/2017,53.0783,Японская иена
100,7/11/2017,52.8241,Японская иена
100,7/12/2017,53.1383,Японская иена
100,7/13/2017,53.4497,Японская иена
100,7/14/2017,53.2528,Японская иена
100,7/15/2017,52.8397,Японская иена
100,7/18/2017,52.4539,Японская иена
100,7/19/2017,52.8466,Японская иена
100,7/20/2017,52.8520,Японская иена
100,7/21/2017,52.5854,Японская иена
100,7/22/2017,52.7337,Японская иена
100,7/25/2017,53.8010,Японская иена
100,7/26/2017,53.7694,Японская иена
100,7/27/2017,53.5702,Японская иена
100,7/28/2017,53.3952,Японская иена
100,7/29/2017,53.5488,Японская иена
100,8/1/2017,54.2577,Японская иена
100,8/2/2017,54.2988,Японская иена
100,8/3/2017,54.6990,Японская иена
100,8/4/2017,54.9106,Японская иена
100,8/5/2017,54.7865,Японская иена
100,8/8/2017,54.2136,Японская иена
100,8/9/2017,54.2613,Японская иена
100,8/10/2017,54.6417,Японская иена
100,8/11/2017,54.4940,Японская иена
100,8/12/2017,55.2101,Японская иена
100,8/15/2017,54.4791,Японская иена
100,8/16/2017,54.2813,Японская иена
100,8/17/2017,53.7721,Японская иена
100,8/18/2017,53.8431,Японская иена
100,8/19/2017,54.4174,Японская иена
100,8/22/2017,54.2751,Японская иена
100,8/23/2017,53.9889,Японская иена
100,8/24/2017,54.0505,Японская иена
100,8/25/2017,54.0879,Японская иена
100,8/26/2017,53.9496,Японская иена
100,8/29/2017,53.6242,Японская иена
100,8/30/2017,53.9664,Японская иена
100,8/31/2017,53.4133,Японская иена
100,9/1/2017,52.9895,Японская иена
100,9/2/2017,52.7491,Японская иена
100,9/5/2017,52.8024,Японская иена
100,9/6/2017,52.8337,Японская иена
100,9/7/2017,52.7495,Японская иена
100,9/8/2017,52.4351,Японская иена
100,9/9/2017,52.9585,Японская иена
100,9/12/2017,52.7077,Японская иена
100,9/13/2017,52.2068,Японская иена
100,9/14/2017,52.4468,Японская иена
100,9/15/2017,52.3450,Японская иена
100,9/16/2017,51.9890,Японская иена
100,9/19/2017,51.7528,Японская иена
100,9/20/2017,52.0253,Японская иена
100,9/21/2017,52.1734,Японская иена
100,9/22/2017,51.7617,Японская иена
100,9/23/2017,51.4848,Японская иена
100,9/26/2017,51.3066,Японская иена
100,9/27/2017,51.5007,Японская иена
100,9/28/2017,51.4343,Японская иена
100,9/29/2017,51.8301,Японская иена
100,9/30/2017,51.6096,Японская иена
100,10/3/2017,51.1872,Японская иена
100,10/4/2017,51.2200,Японская иена
100,10/5/2017,51.3286,Японская иена
100,10/6/2017,51.1196,Японская иена
100,10/7/2017,51.1048,Японская иена
100,10/10/2017,51.7597,Японская иена
100,10/11/2017,51.6856,Японская иена
100,10/12/2017,51.5793,Японская иена
100,10/13/2017,51.3892,Японская иена
100,10/14/2017,51.4185,Японская иена
100,10/17/2017,51.0723,Японская иена
100,10/18/2017,51.1250,Японская иена
100,10/19/2017,50.9017,Японская иена
100,10/20/2017,51.1035,Японская иена
100,10/21/2017,50.6980,Японская иена
100,10/24/2017,50.4925,Японская иена
100,10/25/2017,50.6734,Японская иена
100,10/26/2017,50.6030,Японская иена
100,10/27/2017,50.7907,Японская иена
100,10/28/2017,50.9369,Японская иена
100,10/31/2017,50.9052,Японская иена
100,11/1/2017,51.4067,Японская иена
100,11/2/2017,51.0630,Японская иена
100,11/3/2017,50.9155,Японская иена
100,11/4/2017,51.2338,Японская иена
100,11/8/2017,51.2028,Японская иена
100,11/9/2017,52.0724,Японская иена
100,11/10/2017,52.1591,Японская иена
100,11/11/2017,52.2137,Японская иена
100,11/14/2017,52.1499,Японская иена
100,11/15/2017,52.3471,Японская иена
100,11/16/2017,53.3673,Японская иена
100,11/17/2017,53.0390,Японская иена
100,11/18/2017,52.9643,Японская иена
100,11/21/2017,52.8954,Японская иена
100,11/22/2017,52.8419,Японская иена
100,11/23/2017,52.6582,Японская иена
100,11/24/2017,52.5621,Японская иена
100,11/25/2017,52.5538,Японская иена
100,11/28/2017,52.4241,Японская иена
100,11/29/2017,52.5221,Японская иена
100,11/30/2017,52.3525,Японская иена
100,12/1/2017,52.1488,Японская иена
100,12/2/2017,51.9908,Японская иена
100,12/5/2017,52.2508,Японская иена
100,12/6/2017,52.1224,Японская иена
100,12/7/2017,52.5206,Японская иена
100,12/8/2017,52.6550,Японская иена
100,12/9/2017,52.1956,Японская иена
100,12/12/2017,52.2376,Японская иена
100,12/13/2017,51.8730,Японская иена
100,12/14/2017,52.1672,Японская иена
100,12/15/2017,52.0855,Японская иена
100,12/16/2017,52.5248,Японская иена
100,12/19/2017,52.0683,Японская иена
100,12/20/2017,52.0553,Японская иена
100,12/21/2017,51.8999,Японская иена
100,12/22/2017,51.5921,Японская иена
100,12/23/2017,51.4175,Японская иена
100,12/26/2017,51.3875,Японская иена
100,12/27/2017,50.9593,Японская иена
100,12/28/2017,50.7570,Японская иена
100,12/29/2017,51.1055,Японская иена
100,12/30/2017,51.1479,Японская иена
100,1/10/2018,50.5483,Японская иена
100,1/11/2018,50.8138,Японская иена
100,1/12/2018,51.0325,Японская иена
100,1/13/2018,50.8713,Японская иена
100,1/16/2018,50.9073,Японская иена
